car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Ertiga,Maruti,Ertiga,8,101000,Individual,Diesel,Manual,20.77,1248,88.8,7,500000
Volkswagen Vento,Volkswagen,Vento,9,58000,Dealer,Petrol,Manual,15.04,1598,103.6,5,285000
Honda WR-V,Honda,WR-V,1,5000,Individual,Petrol,Manual,17.5,1199,88.7,5,925000
Toyota Innova,Toyota,Innova,10,95000,Individual,Diesel,Manual,12.8,2494,102.0,8,1200000
Honda Amaze,Honda,Amaze,6,48000,Dealer,Diesel,Manual,27.4,1498,98.63,5,545000
Renault KWID,Renault,KWID,3,15000,Dealer,Petrol,Manual,25.17,799,53.3,5,331000
Hyundai i20,Hyundai,i20,5,38900,Individual,Petrol,Manual,18.6,1197,81.83,5,580000
Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
Mahindra XUV500,Mahindra,XUV500,8,81000,Dealer,Diesel,Manual,15.1,2179,140.0,7,715000
Honda City,Honda,City,5,53000,Dealer,Petrol,Manual,16.8,1497,116.3,5,770000
Maruti Swift Dzire,Maruti,Swift Dzire,5,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,650000
Volkswagen Polo,Volkswagen,Polo,9,45710,Dealer,Petrol,Manual,16.47,1198,73.9,5,354000
Renault Duster,Renault,Duster,5,56400,Individual,Diesel,Manual,19.87,1461,83.8,5,650000
Maruti Wagon R,Maruti,Wagon R,6,60000,Individual,Petrol,Automatic,20.51,998,67.0,5,300000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,7,20000,Individual,Diesel,Automatic,13.5,2987,282.0,5,4600000
Jaguar XF,Jaguar,XF,6,49400,Dealer,Diesel,Automatic,19.33,1999,177.0,5,2700000
Mahindra Scorpio,Mahindra,Scorpio,6,65859,Dealer,Diesel,Manual,15.4,2179,120.0,7,975000
Maruti Eeco,Maruti,Eeco,6,50000,Individual,Petrol,Manual,15.37,1196,73.0,5,335000
Maruti Baleno,Maruti,Baleno,4,60000,Dealer,Diesel,Manual,27.39,1248,74.0,5,599000
Maruti Swift Dzire,Maruti,Swift Dzire,6,105240,Dealer,Diesel,Manual,23.4,1248,74.0,5,530000
Renault Duster,Renault,Duster,8,57000,Dealer,Diesel,Manual,20.45,1461,83.8,5,425000
Maruti Wagon R,Maruti,Wagon R,12,23710,Dealer,Petrol,Manual,18.9,998,67.1,5,190000
Renault KWID,Renault,KWID,5,25600,Individual,Petrol,Manual,25.17,799,53.3,5,280000
Hyundai i20,Hyundai,i20,4,120000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Maruti Swift Dzire,Maruti,Swift Dzire,4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
Hyundai Venue,Hyundai,Venue,2,14000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1060000
Maruti Celerio,Maruti,Celerio,7,56000,Dealer,CNG,Manual,31.79,998,58.2,5,340000
Maruti Swift,Maruti,Swift,7,55000,Dealer,Petrol,Manual,21.21,1197,81.8,5,390000
Toyota Innova,Toyota,Innova,4,60000,Individual,Diesel,Automatic,11.36,2755,171.5,7,1800000
Mahindra Scorpio,Mahindra,Scorpio,9,120000,Individual,Diesel,Automatic,11.79,2179,120.0,8,600000
Hyundai i10,Hyundai,i10,7,36976,Dealer,LPG,Manual,19.2,1086,68.05,5,259000
Hyundai Santro,Hyundai,Santro,2,25000,Dealer,Petrol,Automatic,20.3,1086,68.07,5,545000
Maruti Celerio,Maruti,Celerio,7,29000,Dealer,Petrol,Automatic,23.1,998,67.04,5,449000
Maruti Alto,Maruti,Alto,2,32895,Dealer,Petrol,Manual,22.05,796,47.3,5,300000
Maruti Wagon R,Maruti,Wagon R,4,17745,Dealer,Petrol,Manual,20.51,998,67.04,5,500000
Audi A4,Audi,A4,7,32000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1780000
Maruti Alto,Maruti,Alto,8,46783,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000
Toyota Innova,Toyota,Innova,4,52300,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000
Maruti Alto,Maruti,Alto,10,16300,Individual,Petrol,Manual,19.7,796,46.3,5,168000
Maruti Celerio,Maruti,Celerio,5,20000,Dealer,Petrol,Automatic,23.1,998,67.04,5,470000
Maruti Swift Dzire,Maruti,Swift Dzire,6,51000,Dealer,Petrol,Manual,19.1,1197,85.8,5,399000
Tata Tiago,Tata,Tiago,2,16876,Individual,Petrol,Manual,23.84,1199,84.0,5,498000
Maruti Alto,Maruti,Alto,7,14971,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,230000
Mahindra Bolero,Mahindra,Bolero,6,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,400000
Honda Amaze,Honda,Amaze,8,57000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,425000
Hyundai i20,Hyundai,i20,2,11972,Dealer,Petrol,Manual,18.6,1197,81.83,5,635000
Hyundai Creta,Hyundai,Creta,3,60000,Individual,Diesel,Manual,22.1,1396,88.7,5,875000
Maruti Ciaz,Maruti,Ciaz,6,49098,Dealer,Petrol,Manual,20.73,1373,91.1,5,585000
Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Manual,12.05,2179,120.0,9,600000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,24000,Dealer,Petrol,Automatic,15.0,1991,194.4,5,4100000
Maruti Celerio,Maruti,Celerio,5,55000,Individual,Petrol,Automatic,23.1,998,67.04,5,480000
Hyundai i20,Hyundai,i20,10,71000,Dealer,Diesel,Manual,22.54,1396,88.76,5,329000
Skoda Superb,Skoda,Superb,11,39256,Dealer,Petrol,Automatic,13.7,1798,157.75,5,369000
Renault Duster,Renault,Duster,5,65000,Dealer,Diesel,Manual,19.87,1461,83.8,5,541000
Hyundai i20,Hyundai,i20,3,20000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,795000
Maruti Wagon R,Maruti,Wagon R,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
Toyota Fortuner,Toyota,Fortuner,11,100000,Dealer,Diesel,Manual,11.5,2982,171.0,7,800000
Maruti Vitara,Maruti,Vitara,5,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
Maruti Wagon R,Maruti,Wagon R,3,27000,Individual,Petrol,Automatic,20.51,998,67.0,5,550000
Mahindra XUV500,Mahindra,XUV500,7,43000,Dealer,Diesel,Manual,15.1,2179,140.0,7,725000
Mahindra Bolero,Mahindra,Bolero,2,5000,Individual,Diesel,Manual,15.96,2523,62.1,7,790000
Honda City,Honda,City,7,42000,Dealer,Petrol,Manual,17.4,1497,117.3,5,645000
Honda City,Honda,City,6,73000,Dealer,Diesel,Manual,26.0,1498,98.6,5,540000
Hyundai Creta,Hyundai,Creta,3,65411,Dealer,Diesel,Manual,19.67,1582,126.2,5,1360000
Hyundai Creta,Hyundai,Creta,4,61462,Dealer,Diesel,Manual,21.38,1396,88.7,5,970000
Maruti Swift Dzire,Maruti,Swift Dzire,7,68590,Dealer,Diesel,Manual,23.4,1248,74.0,5,475000
Toyota Innova,Toyota,Innova,10,187000,Individual,Diesel,Manual,12.8,2494,102.0,8,375000
Maruti Wagon R,Maruti,Wagon R,4,15000,Individual,Petrol,Automatic,20.51,998,67.0,5,505000
Maruti Alto,Maruti,Alto,9,33700,Dealer,Petrol,Manual,20.92,998,67.1,5,200000
Hyundai i20,Hyundai,i20,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,595000
Mahindra XUV300,Mahindra,XUV300,2,25000,Individual,Petrol,Manual,17.0,1197,110.0,5,1140000
Honda City,Honda,City,13,75000,Dealer,Petrol,Manual,17.7,1497,78.0,5,190000
Maruti Alto,Maruti,Alto,10,22500,Dealer,Petrol,Manual,19.7,796,46.3,5,120000
Ford Figo,Ford,Figo,9,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
Maruti Wagon R,Maruti,Wagon R,12,113675,Dealer,Petrol,Manual,14.0,1061,64.0,5,180000
Ford Figo,Ford,Figo,5,40000,Individual,Petrol,Manual,18.16,1196,86.8,5,400000
Maruti Alto,Maruti,Alto,7,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
Maruti Vitara,Maruti,Vitara,4,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,899000
Maruti Baleno,Maruti,Baleno,4,71000,Dealer,Diesel,Manual,27.39,1248,74.0,5,650000
Tata Safari,Tata,Safari,9,110000,Individual,Diesel,Manual,13.93,2179,138.03,7,290000
Maruti Eeco,Maruti,Eeco,8,72000,Dealer,CNG,Manual,20.88,1196,61.7,5,325000
Mahindra Scorpio,Mahindra,Scorpio,2,70000,Individual,Diesel,Manual,9.0,2179,120.0,5,950000
Hyundai Grand,Hyundai,Grand,6,40103,Dealer,Petrol,Manual,18.9,1197,82.0,5,440000
Hyundai i20,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000
Honda Jazz,Honda,Jazz,3,58001,Dealer,Petrol,Manual,16.0,1198,90.0,5,600000
Hyundai i20,Hyundai,i20,9,100000,Individual,Diesel,Manual,23.0,1396,90.0,5,450000
Toyota Innova,Toyota,Innova,5,58000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1775000
Hyundai i20,Hyundai,i20,7,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,460000
Maruti Alto,Maruti,Alto,2,1200,Individual,Petrol,Manual,22.05,796,47.3,5,350000
Tata Tiago,Tata,Tiago,4,50000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
Ford Ecosport,Ford,Ecosport,6,72000,Dealer,Diesel,Manual,22.77,1498,98.59,5,525000
Ford Ecosport,Ford,Ecosport,6,61000,Dealer,Petrol,Manual,15.8,1499,110.0,5,525000
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,1020000
Toyota Innova,Toyota,Innova,9,35000,Individual,Diesel,Manual,12.8,2494,102.0,7,1175000
Hyundai Verna,Hyundai,Verna,8,81000,Dealer,Petrol,Manual,17.1,1591,121.3,5,475000
Skoda Superb,Skoda,Superb,12,68000,Dealer,Petrol,Automatic,12.0,3597,260.0,5,499000
Tata Safari,Tata,Safari,8,60000,Individual,Diesel,Manual,11.57,2179,138.1,7,350000
Toyota Innova,Toyota,Innova,8,75000,Dealer,Diesel,Manual,12.8,2494,102.0,7,650000
Tata Tiago,Tata,Tiago,4,80000,Individual,Petrol,Manual,23.84,1199,84.0,5,420000
Mahindra Scorpio,Mahindra,Scorpio,6,140000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000
Hyundai i10,Hyundai,i10,10,63000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
Mahindra XUV500,Mahindra,XUV500,6,65000,Dealer,Diesel,Manual,15.1,2179,140.0,7,1050000
Maruti Celerio,Maruti,Celerio,4,55000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
Hyundai Creta,Hyundai,Creta,4,33000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1070000
Ford Ecosport,Ford,Ecosport,3,74000,Dealer,Diesel,Manual,23.0,1498,98.96,5,795000
Hyundai Grand,Hyundai,Grand,4,59656,Trustmark Dealer,Diesel,Manual,24.0,1186,73.97,5,532000
Ford Ecosport,Ford,Ecosport,6,46000,Individual,Petrol,Manual,15.85,1499,110.4,5,700000
Honda Amaze,Honda,Amaze,4,60000,Dealer,Diesel,Manual,25.8,1498,98.6,5,600000
Maruti Swift,Maruti,Swift,7,43528,Dealer,Diesel,Manual,28.4,1248,74.0,5,545000
Hyundai Verna,Hyundai,Verna,9,50000,Individual,Petrol,Manual,17.1,1591,121.3,5,450000
Honda City,Honda,City,5,60060,Dealer,Petrol,Manual,17.8,1497,117.3,5,675000
Honda Jazz,Honda,Jazz,5,66000,Dealer,Petrol,Manual,18.7,1199,88.7,5,510000
Hyundai i10,Hyundai,i10,13,90000,Individual,Petrol,Manual,20.36,1197,78.9,5,240000
Hyundai Santro,Hyundai,Santro,13,89346,Individual,Petrol,Manual,17.92,1086,63.0,5,100000
Hyundai Verna,Hyundai,Verna,3,31000,Dealer,Petrol,Manual,17.0,1591,121.3,5,925000
Maruti Swift Dzire,Maruti,Swift Dzire,6,52000,Dealer,Diesel,Manual,26.59,1248,74.0,5,490000
Hyundai Verna,Hyundai,Verna,4,62000,Dealer,Diesel,Manual,23.9,1582,126.2,5,760000
Maruti Swift,Maruti,Swift,8,195000,Individual,Diesel,Manual,22.9,1248,74.0,5,410000
Ford Figo,Ford,Figo,10,83000,Dealer,Diesel,Manual,20.0,1399,68.05,5,185000
Skoda Octavia,Skoda,Octavia,6,61348,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1000000
Hyundai Grand,Hyundai,Grand,6,59000,Dealer,Petrol,Manual,18.9,1197,82.0,5,425000
Toyota Innova,Toyota,Innova,4,100000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1575000
Tata Tigor,Tata,Tigor,3,25000,Individual,Petrol,Manual,20.3,1199,84.0,5,535000
Honda WR-V,Honda,WR-V,3,19000,Dealer,Petrol,Manual,17.5,1199,88.7,5,825000
Honda City,Honda,City,3,25000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1191000
Maruti Swift Dzire,Maruti,Swift Dzire,3,12500,Individual,Petrol,Manual,22.0,1197,81.8,5,650000
Maruti Ciaz,Maruti,Ciaz,4,25000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
Hyundai i20,Hyundai,i20,9,53000,Dealer,Diesel,Manual,21.9,1396,88.8,5,299000
Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Dealer,Diesel,Manual,19.3,1248,73.9,5,260000
Honda Jazz,Honda,Jazz,5,49000,Dealer,Petrol,Manual,16.6,1199,88.51,5,499000
Mahindra XUV500,Mahindra,XUV500,4,62000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1345000
Hyundai Verna,Hyundai,Verna,9,60000,Individual,Diesel,Manual,22.32,1582,126.32,5,445000
Hyundai Creta,Hyundai,Creta,5,70000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1125000
BMW 3,BMW,3,8,38132,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1399000
Hyundai Creta,Hyundai,Creta,4,45000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1175000
Hyundai Verna,Hyundai,Verna,14,82000,Dealer,Petrol,Manual,13.9,1599,103.2,5,245000
Mahindra XUV500,Mahindra,XUV500,3,21000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1325000
Skoda Rapid,Skoda,Rapid,3,55000,Dealer,Diesel,Manual,21.14,1498,103.52,5,890000
Hyundai i20,Hyundai,i20,6,39838,Dealer,Diesel,Manual,22.54,1396,88.73,5,565000
Hyundai i20,Hyundai,i20,4,70650,Individual,Petrol,Manual,18.6,1197,81.83,5,600000
Mahindra Scorpio,Mahindra,Scorpio,4,70000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000
Renault KWID,Renault,KWID,5,30000,Individual,Petrol,Manual,25.17,799,53.3,5,225000
Hyundai Grand,Hyundai,Grand,8,40000,Individual,Diesel,Manual,24.0,1120,70.0,5,350000
Honda City,Honda,City,16,90000,Individual,Petrol,Manual,13.0,1343,90.0,5,125000
Maruti Alto,Maruti,Alto,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
Hyundai i10,Hyundai,i10,8,60343,Dealer,LPG,Manual,19.0,1086,68.1,5,403000
Toyota Fortuner,Toyota,Fortuner,4,20000,Individual,Diesel,Automatic,15.04,2755,174.5,7,3300000
Toyota Innova,Toyota,Innova,9,187031,Dealer,Diesel,Manual,12.99,2494,100.0,8,525000
Mahindra XUV500,Mahindra,XUV500,4,34000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1570000
Ford Ecosport,Ford,Ecosport,3,22128,Dealer,Diesel,Manual,23.0,1498,98.96,5,1135000
Maruti Baleno,Maruti,Baleno,4,20000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,700000
Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,690000
Honda WR-V,Honda,WR-V,3,60000,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000
Tata Harrier,Tata,Harrier,2,16700,Dealer,Diesel,Manual,17.0,1956,138.1,5,1725000
Hyundai Grand,Hyundai,Grand,4,10000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,585000
Mahindra XUV500,Mahindra,XUV500,6,40000,Individual,Diesel,Manual,15.1,2179,140.0,7,950000
Ford Ecosport,Ford,Ecosport,3,19000,Dealer,Diesel,Manual,23.0,1498,98.96,5,950000
Mahindra Scorpio,Mahindra,Scorpio,11,120000,Individual,Diesel,Manual,14.0,2523,75.0,7,200000
Honda City,Honda,City,3,31318,Trustmark Dealer,Petrol,Manual,17.8,1497,117.3,5,885000
Maruti Wagon R,Maruti,Wagon R,11,40000,Individual,Petrol,Manual,17.3,1061,64.0,5,250000
Toyota Innova,Toyota,Innova,9,120000,Individual,Petrol,Manual,12.4,1998,132.0,8,650000
Mahindra Scorpio,Mahindra,Scorpio,4,110000,Individual,Diesel,Manual,15.4,1997,120.0,7,1120000
BMW X3,BMW,X3,7,66000,Dealer,Diesel,Automatic,18.56,1995,190.0,5,2150000
Maruti Alto,Maruti,Alto,10,68000,Dealer,Petrol,Manual,20.92,998,67.1,5,265000
Maruti Baleno,Maruti,Baleno,5,15068,Dealer,Petrol,Manual,21.4,1197,83.1,5,560000
Hyundai i20,Hyundai,i20,3,53861,Dealer,Diesel,Manual,23.0,1396,90.0,5,832000
Audi A6,Audi,A6,9,33000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1850000
BMW 7,BMW,7,3,19000,Dealer,Diesel,Automatic,17.66,2993,355.37,4,8500000
Hyundai i20,Hyundai,i20,5,65000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000
Tata Nexon,Tata,Nexon,3,51000,Dealer,Diesel,Manual,21.5,1497,108.5,5,775000
Ford Ecosport,Ford,Ecosport,7,89755,Dealer,Diesel,Manual,22.7,1498,89.84,5,711000
Hyundai Verna,Hyundai,Verna,4,50000,Individual,Diesel,Manual,23.9,1582,126.2,5,1100000
Volkswagen Vento,Volkswagen,Vento,8,56000,Dealer,Petrol,Manual,15.04,1598,103.6,5,395000
Maruti Celerio,Maruti,Celerio,5,70000,Individual,Petrol,Manual,23.1,998,67.04,5,420000
Hyundai Grand,Hyundai,Grand,5,29901,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
Maruti Swift,Maruti,Swift,8,79000,Dealer,Diesel,Manual,28.4,1248,74.0,5,448000
Ford Ecosport,Ford,Ecosport,6,50000,Dealer,Diesel,Manual,21.7,1498,98.96,5,550000
Skoda Rapid,Skoda,Rapid,6,32000,Individual,Diesel,Manual,21.14,1498,103.52,5,450000
Maruti Alto,Maruti,Alto,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
Maruti Vitara,Maruti,Vitara,4,27000,Dealer,Diesel,Manual,24.3,1248,88.5,5,875000
Hyundai i20,Hyundai,i20,4,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
Hyundai Grand,Hyundai,Grand,5,20000,Individual,Petrol,Manual,18.9,1197,82.0,5,439000
Tata Tiago,Tata,Tiago,4,39543,Dealer,Diesel,Manual,27.28,1047,69.0,5,485000
Ford Ecosport,Ford,Ecosport,5,72000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
Audi A4,Audi,A4,8,52000,Dealer,Petrol,Automatic,15.64,1798,167.62,5,1400000
Tata Safari,Tata,Safari,8,80000,Individual,Diesel,Manual,14.0,2179,138.1,7,750000
Maruti Alto,Maruti,Alto,3,43063,Individual,Petrol,Manual,24.7,796,47.3,5,260000
Hyundai i20,Hyundai,i20,3,38000,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
Maruti Ertiga,Maruti,Ertiga,7,127731,Dealer,Diesel,Manual,20.77,1248,88.8,7,665000
Datsun GO,Datsun,GO,6,450000,Individual,Petrol,Manual,20.63,1198,67.0,5,295000
Maruti Alto,Maruti,Alto,6,32900,Individual,Petrol,Manual,23.95,998,67.1,5,350000
Maruti Wagon R,Maruti,Wagon R,10,29000,Dealer,Petrol,Manual,21.79,998,67.05,5,260000
Hyundai Verna,Hyundai,Verna,3,3700,Dealer,Diesel,Manual,23.9,1582,126.2,5,1220000
Hyundai Santro,Hyundai,Santro,11,70000,Individual,Petrol,Manual,17.92,1086,62.1,5,225000
Maruti Ertiga,Maruti,Ertiga,3,76000,Dealer,Diesel,Manual,24.52,1248,88.5,7,960000
Honda WR-V,Honda,WR-V,4,70000,Individual,Diesel,Manual,25.5,1498,98.6,5,760000
Mahindra Scorpio,Mahindra,Scorpio,4,68000,Dealer,Diesel,Manual,15.4,2179,120.0,8,1269000
Maruti Alto,Maruti,Alto,3,32875,Trustmark Dealer,Petrol,Manual,23.95,998,67.05,5,360000
Volkswagen Polo,Volkswagen,Polo,6,46000,Dealer,Petrol,Manual,16.47,1198,74.0,5,491000
Renault Duster,Renault,Duster,7,40000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000
Honda City,Honda,City,7,63762,Dealer,Diesel,Manual,25.1,1498,98.6,5,650000
Maruti Wagon R,Maruti,Wagon R,12,59000,Dealer,Petrol,Manual,18.9,1061,67.0,5,165000
Honda City,Honda,City,5,53123,Dealer,Petrol,Manual,17.8,1497,117.3,5,700000
Hyundai i10,Hyundai,i10,6,25000,Individual,Petrol,Manual,19.81,1086,68.05,5,323000
Maruti Wagon R,Maruti,Wagon R,3,80000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000
Maruti Alto,Maruti,Alto,4,12706,Dealer,Petrol,Manual,24.7,796,47.3,5,313000
Maruti Alto,Maruti,Alto,5,50000,Dealer,Petrol,Automatic,23.95,998,67.05,5,335000
Maruti Wagon R,Maruti,Wagon R,5,29000,Individual,Petrol,Automatic,20.51,998,67.0,5,365000
BMW 3,BMW,3,5,12000,Dealer,Diesel,Automatic,13.2,1995,170.0,5,2300000
Hyundai i20,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,585000
Hyundai i10,Hyundai,i10,5,61450,Dealer,Petrol,Manual,20.36,1197,78.9,5,430000
Hyundai Verna,Hyundai,Verna,4,41000,Dealer,Diesel,Manual,23.9,1582,126.2,5,835000
Toyota Fortuner,Toyota,Fortuner,6,112000,Individual,Diesel,Automatic,12.55,2982,168.5,7,1650000
Maruti Swift,Maruti,Swift,7,70000,Individual,Diesel,Manual,25.2,1248,74.0,5,400000
Hyundai Verna,Hyundai,Verna,12,74475,Dealer,Diesel,Manual,16.8,1493,110.0,5,260000
Hyundai Verna,Hyundai,Verna,12,25000,Individual,Petrol,Manual,13.9,1599,103.2,5,140000
Volkswagen Polo,Volkswagen,Polo,5,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,645000
Maruti Swift,Maruti,Swift,5,85263,Dealer,Diesel,Manual,25.2,1248,74.0,5,550000
BMW 5,BMW,5,4,24000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3100000
Maruti Alto,Maruti,Alto,3,10000,Individual,Petrol,Automatic,23.95,998,67.1,5,420000
Hyundai Grand,Hyundai,Grand,5,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000
Honda City,Honda,City,15,75000,Dealer,Petrol,Manual,16.0,1493,106.0,5,235000
Ford Figo,Ford,Figo,10,18800,Individual,Petrol,Manual,15.6,1196,70.0,5,225000
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
Maruti Alto,Maruti,Alto,10,22900,Dealer,Petrol,Manual,20.92,998,67.1,5,215000
Toyota Innova,Toyota,Innova,5,56875,Dealer,Diesel,Manual,13.68,2393,147.8,7,1850000
Maruti Ciaz,Maruti,Ciaz,7,64000,Dealer,Diesel,Manual,26.21,1248,88.5,5,575000
Honda Amaze,Honda,Amaze,8,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
Tata Hexa,Tata,Hexa,4,110000,Individual,Diesel,Manual,17.6,2179,153.86,7,990000
Mahindra KUV,Mahindra,KUV,5,25000,Individual,Petrol,Manual,18.15,1198,82.0,5,400000
BMW 5,BMW,5,4,18000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3700000
Toyota Innova,Toyota,Innova,11,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,650000
Tata Tiago,Tata,Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,400000
Mahindra XUV500,Mahindra,XUV500,3,40000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1400000
Honda City,Honda,City,6,78000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,895000
Skoda Octavia,Skoda,Octavia,3,52700,Dealer,Diesel,Automatic,19.5,1968,141.0,5,2350000
Honda City,Honda,City,6,67897,Dealer,Diesel,Manual,26.0,1498,98.6,5,635000
Hyundai Verna,Hyundai,Verna,8,52000,Dealer,Diesel,Automatic,21.3,1493,113.42,5,445000
Maruti Alto,Maruti,Alto,7,40000,Dealer,Petrol,Manual,23.95,998,67.05,5,235000
Ford Figo,Ford,Figo,6,58000,Individual,Petrol,Manual,18.16,1196,86.8,5,290000
Honda City,Honda,City,5,79000,Dealer,Petrol,Manual,17.8,1497,117.3,5,685000
Hyundai Verna,Hyundai,Verna,9,40000,Individual,Petrol,Manual,17.1,1591,121.3,5,389000
Maruti Wagon R,Maruti,Wagon R,8,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,330000
Jeep Compass,Jeep,Compass,3,42000,Individual,Diesel,Manual,17.1,1956,170.0,5,1700000
Hyundai i20,Hyundai,i20,4,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,595000
Maruti Swift Dzire,Maruti,Swift Dzire,10,90000,Individual,Diesel,Manual,19.3,1248,73.9,5,250000
Toyota Fortuner,Toyota,Fortuner,8,80000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1500000
Renault KWID,Renault,KWID,3,21400,Individual,Petrol,Manual,23.01,999,67.0,5,365000
Hyundai Creta,Hyundai,Creta,2,15000,Individual,Diesel,Automatic,17.6,1582,126.2,5,1300000
Hyundai Verna,Hyundai,Verna,7,80000,Individual,Petrol,Automatic,17.1,1591,121.4,5,630000
Honda City,Honda,City,6,87000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
Maruti Ignis,Maruti,Ignis,3,33000,Dealer,Petrol,Manual,20.89,1197,81.8,5,550000
Hyundai i20,Hyundai,i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,470000
Hyundai Grand,Hyundai,Grand,6,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,385000
Renault Duster,Renault,Duster,6,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,690000
Honda CR-V,Honda,CR-V,5,56000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1475000
Maruti Swift,Maruti,Swift,2,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,525000
Mercedes-Benz CLS,Mercedes-Benz,CLS,5,4800,Dealer,Diesel,Automatic,19.4,2143,204.0,4,4100000
Volkswagen Polo,Volkswagen,Polo,5,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,655000
Ford Ecosport,Ford,Ecosport,4,40000,Individual,Petrol,Manual,15.85,1499,110.4,5,700000
Maruti Wagon R,Maruti,Wagon R,2,3600,Dealer,Petrol,Automatic,20.52,1197,81.8,5,575000
